order_id,machine_id,shift_id,supervisor,units_produced,units_defective,unidades_optimas
697,25,3,Supervisor_3,320,5,315
698,12,1,Supervisor_1,229,9,220
699,32,2,Supervisor_2,82,5,77
700,31,3,Supervisor_3,212,12,200
701,30,1,Supervisor_1,459,20,439
702,35,3,Supervisor_3,111,5,106
703,9,1,Supervisor_1,272,18,254
704,37,1,Supervisor_1,184,12,172
705,12,3,Supervisor_3,398,26,372
706,21,2,Supervisor_2,267,3,264
707,36,3,Supervisor_3,421,29,392
708,10,3,Supervisor_3,245,8,237
709,8,2,Supervisor_2,225,17,208
710,39,2,Supervisor_2,383,10,373
711,16,1,Supervisor_1,251,11,240
712,30,3,Supervisor_3,347,0,347
713,10,1,Supervisor_1,180,4,176
714,18,1,Supervisor_1,475,9,466
715,11,2,Supervisor_2,63,2,61
716,50,2,Supervisor_2,282,1,281
717,20,3,Supervisor_3,170,9,161
718,28,2,Supervisor_2,235,18,217
719,13,1,Supervisor_1,293,13,280
720,36,2,Supervisor_2,180,0,180
721,28,2,Supervisor_2,263,14,249
722,2,1,Supervisor_1,147,4,143
723,7,2,Supervisor_2,479,24,455
724,8,2,Supervisor_2,160,6,154
725,40,3,Supervisor_3,309,5,304
726,13,3,Supervisor_3,429,33,396
727,26,2,Supervisor_2,170,7,163
728,31,3,Supervisor_3,141,8,133
729,4,2,Supervisor_2,136,7,129
730,3,2,Supervisor_2,334,1,333
731,11,1,Supervisor_1,421,5,416
732,49,3,Supervisor_3,263,19,244
733,13,1,Supervisor_1,353,7,346
734,41,1,Supervisor_1,423,11,412
735,38,2,Supervisor_2,209,8,201
736,5,1,Supervisor_1,219,10,209
737,47,3,Supervisor_3,394,7,387
738,35,1,Supervisor_1,57,3,54
739,3,2,Supervisor_2,52,0,52
740,35,2,Supervisor_2,95,3,92
741,5,2,Supervisor_2,217,7,210
742,18,1,Supervisor_1,182,1,181
743,38,1,Supervisor_1,271,1,270
744,26,2,Supervisor_2,311,2,309
745,7,2,Supervisor_2,56,2,54
746,42,1,Supervisor_1,302,4,298
747,11,1,Supervisor_1,484,8,476
748,25,1,Supervisor_1,106,2,104
749,15,2,Supervisor_2,223,16,207
750,13,3,Supervisor_3,490,35,455
751,19,2,Supervisor_2,249,1,248
752,24,1,Supervisor_1,376,9,367
753,35,2,Supervisor_2,84,0,84
754,7,1,Supervisor_1,156,1,155
755,20,3,Supervisor_3,313,24,289
756,10,1,Supervisor_1,323,5,318
757,37,1,Supervisor_1,409,26,383
758,5,1,Supervisor_1,293,22,271
759,27,2,Supervisor_2,166,1,165
760,35,3,Supervisor_3,483,4,479
761,23,1,Supervisor_1,457,21,436
762,37,2,Supervisor_2,167,13,154
763,11,1,Supervisor_1,460,33,427
764,28,2,Supervisor_2,228,12,216
765,50,1,Supervisor_1,72,4,68
766,3,3,Supervisor_3,221,6,215
767,14,3,Supervisor_3,218,15,203
768,35,1,Supervisor_1,262,10,252
769,23,2,Supervisor_2,398,18,380
770,27,2,Supervisor_2,280,16,264
771,46,1,Supervisor_1,99,5,94
772,14,2,Supervisor_2,87,1,86
773,39,3,Supervisor_3,154,2,152
774,41,3,Supervisor_3,410,16,394
775,24,1,Supervisor_1,87,1,86
776,35,3,Supervisor_3,165,11,154
777,46,1,Supervisor_1,279,14,265
778,14,3,Supervisor_3,485,25,460
779,21,3,Supervisor_3,468,20,448
780,14,1,Supervisor_1,454,36,418
781,39,1,Supervisor_1,295,6,289
782,50,2,Supervisor_2,366,27,339
783,15,2,Supervisor_2,493,32,461
784,38,3,Supervisor_3,449,33,416
785,35,3,Supervisor_3,493,14,479
786,9,2,Supervisor_2,465,32,433
787,37,2,Supervisor_2,111,6,105
788,22,1,Supervisor_1,155,1,154
789,32,2,Supervisor_2,300,22,278
790,33,1,Supervisor_1,467,16,451
791,28,2,Supervisor_2,151,8,143
792,32,2,Supervisor_2,211,7,204
793,19,2,Supervisor_2,284,12,272
794,31,3,Supervisor_3,212,9,203
795,30,2,Supervisor_2,139,9,130
796,38,2,Supervisor_2,431,26,405
797,39,3,Supervisor_3,433,18,415
798,1,2,Supervisor_2,50,0,50
799,36,3,Supervisor_3,377,4,373
800,10,1,Supervisor_1,303,19,284
801,42,1,Supervisor_1,167,2,165
802,10,2,Supervisor_2,85,4,81
803,36,2,Supervisor_2,474,9,465
804,28,3,Supervisor_3,123,0,123
805,39,2,Supervisor_2,261,16,245
806,34,3,Supervisor_3,474,15,459
807,28,2,Supervisor_2,366,11,355
808,5,2,Supervisor_2,500,11,489
809,47,1,Supervisor_1,152,1,151
810,14,2,Supervisor_2,55,3,52
811,47,1,Supervisor_1,457,21,436
812,7,1,Supervisor_1,201,15,186
813,28,1,Supervisor_1,435,16,419
814,4,1,Supervisor_1,124,8,116
815,30,1,Supervisor_1,455,15,440
816,20,3,Supervisor_3,50,0,50
817,37,2,Supervisor_2,155,5,150
818,14,2,Supervisor_2,274,5,269
819,20,3,Supervisor_3,154,3,151
820,16,2,Supervisor_2,365,16,349
821,30,3,Supervisor_3,182,12,170
822,38,3,Supervisor_3,144,8,136
823,35,1,Supervisor_1,169,4,165
824,32,3,Supervisor_3,413,11,402
825,26,3,Supervisor_3,405,31,374
826,5,3,Supervisor_3,246,12,234
827,36,3,Supervisor_3,267,12,255
828,18,3,Supervisor_3,251,18,233
829,24,3,Supervisor_3,475,37,438
830,39,1,Supervisor_1,123,2,121
831,37,1,Supervisor_1,294,20,274
832,46,1,Supervisor_1,143,10,133
833,18,2,Supervisor_2,344,24,320
834,22,2,Supervisor_2,267,4,263
835,3,3,Supervisor_3,56,4,52
836,15,3,Supervisor_3,135,6,129
837,43,2,Supervisor_2,492,11,481
838,7,2,Supervisor_2,89,6,83
839,21,3,Supervisor_3,247,3,244
840,27,1,Supervisor_1,235,4,231
841,16,2,Supervisor_2,467,6,461
842,4,3,Supervisor_3,301,22,279
843,49,2,Supervisor_2,77,4,73
844,13,1,Supervisor_1,288,17,271
845,33,2,Supervisor_2,300,10,290
846,32,2,Supervisor_2,235,13,222
847,49,3,Supervisor_3,259,19,240
848,33,1,Supervisor_1,381,24,357
849,21,2,Supervisor_2,356,17,339
850,46,3,Supervisor_3,237,15,222
851,49,1,Supervisor_1,413,11,402
852,49,2,Supervisor_2,69,4,65
853,6,1,Supervisor_1,378,17,361
854,29,2,Supervisor_2,107,7,100
855,18,1,Supervisor_1,444,27,417
856,12,1,Supervisor_1,240,14,226
857,19,1,Supervisor_1,465,3,462
858,14,1,Supervisor_1,298,8,290
859,45,2,Supervisor_2,475,16,459
860,7,2,Supervisor_2,451,21,430
861,47,3,Supervisor_3,395,30,365
862,6,1,Supervisor_1,393,15,378
863,47,3,Supervisor_3,140,6,134
864,7,2,Supervisor_2,441,13,428
865,41,1,Supervisor_1,305,11,294
866,15,1,Supervisor_1,62,1,61
867,40,2,Supervisor_2,223,1,222
868,38,3,Supervisor_3,341,0,341
869,47,2,Supervisor_2,257,15,242
870,6,2,Supervisor_2,429,0,429
871,10,3,Supervisor_3,310,16,294
872,21,1,Supervisor_1,172,5,167
873,44,2,Supervisor_2,486,18,468
874,22,3,Supervisor_3,480,2,478
875,24,1,Supervisor_1,373,27,346
876,43,1,Supervisor_1,359,11,348
877,36,2,Supervisor_2,477,0,477
878,5,3,Supervisor_3,92,1,91
879,34,3,Supervisor_3,487,0,487
880,34,2,Supervisor_2,125,0,125
881,47,2,Supervisor_2,475,1,474
882,11,1,Supervisor_1,324,6,318
883,38,3,Supervisor_3,92,1,91
884,45,1,Supervisor_1,347,18,329
885,8,2,Supervisor_2,124,2,122
886,39,2,Supervisor_2,296,21,275
887,15,2,Supervisor_2,148,2,146
888,11,3,Supervisor_3,303,17,286
889,39,2,Supervisor_2,463,26,437
890,3,3,Supervisor_3,99,4,95
891,28,3,Supervisor_3,370,25,345
892,42,2,Supervisor_2,204,4,200
893,42,3,Supervisor_3,344,14,330
894,10,1,Supervisor_1,137,1,136
895,40,2,Supervisor_2,490,2,488
896,25,2,Supervisor_2,350,9,341
897,43,1,Supervisor_1,320,2,318
898,28,2,Supervisor_2,406,7,399
899,31,2,Supervisor_2,168,5,163
900,42,3,Supervisor_3,359,25,334
901,3,3,Supervisor_3,207,4,203
902,9,2,Supervisor_2,188,1,187
903,34,3,Supervisor_3,282,5,277
904,16,3,Supervisor_3,465,35,430
905,40,3,Supervisor_3,335,4,331
906,16,1,Supervisor_1,177,11,166
907,29,2,Supervisor_2,233,15,218
908,37,2,Supervisor_2,477,27,450
909,18,3,Supervisor_3,144,7,137
910,15,3,Supervisor_3,138,10,128
911,31,3,Supervisor_3,148,11,137
912,24,3,Supervisor_3,261,6,255
913,45,3,Supervisor_3,446,14,432
914,22,1,Supervisor_1,116,8,108
915,9,2,Supervisor_2,238,11,227
916,46,1,Supervisor_1,447,2,445
917,4,3,Supervisor_3,288,9,279
918,23,2,Supervisor_2,399,15,384
919,10,2,Supervisor_2,134,7,127
920,5,3,Supervisor_3,92,3,89
921,28,3,Supervisor_3,374,11,363
922,47,2,Supervisor_2,417,30,387
923,37,1,Supervisor_1,50,2,48
924,6,2,Supervisor_2,202,4,198
925,19,3,Supervisor_3,118,3,115
926,45,1,Supervisor_1,255,1,254
927,34,3,Supervisor_3,416,19,397
928,5,3,Supervisor_3,411,32,379
929,2,1,Supervisor_1,489,10,479
930,30,2,Supervisor_2,305,8,297
931,23,3,Supervisor_3,248,13,235
932,39,2,Supervisor_2,449,6,443
933,30,2,Supervisor_2,179,8,171
934,8,3,Supervisor_3,71,2,69
935,14,2,Supervisor_2,228,6,222
936,25,1,Supervisor_1,260,20,240
937,21,2,Supervisor_2,218,5,213
938,8,1,Supervisor_1,165,4,161
939,26,1,Supervisor_1,360,2,358
940,13,2,Supervisor_2,314,10,304
941,10,1,Supervisor_1,227,11,216
942,5,2,Supervisor_2,409,6,403
943,2,1,Supervisor_1,461,9,452
944,15,1,Supervisor_1,248,7,241
945,29,2,Supervisor_2,136,10,126
946,4,2,Supervisor_2,357,28,329
947,43,1,Supervisor_1,461,33,428
948,31,2,Supervisor_2,318,0,318
949,2,3,Supervisor_3,449,5,444
950,24,1,Supervisor_1,444,5,439
951,47,1,Supervisor_1,348,2,346
952,20,3,Supervisor_3,77,3,74
953,39,3,Supervisor_3,116,2,114
954,48,2,Supervisor_2,166,7,159
955,4,1,Supervisor_1,213,16,197
956,11,1,Supervisor_1,150,0,150
957,14,1,Supervisor_1,114,4,110
958,29,3,Supervisor_3,291,0,291
959,12,1,Supervisor_1,308,7,301
960,49,2,Supervisor_2,363,24,339
961,7,3,Supervisor_3,480,28,452
962,43,2,Supervisor_2,50,2,48
963,16,2,Supervisor_2,270,7,263
964,9,1,Supervisor_1,265,7,258
965,22,2,Supervisor_2,108,4,104
966,36,3,Supervisor_3,56,0,56
967,8,1,Supervisor_1,166,5,161
968,7,3,Supervisor_3,121,4,117
969,14,2,Supervisor_2,132,9,123
970,48,3,Supervisor_3,480,3,477
971,28,2,Supervisor_2,120,2,118
972,42,1,Supervisor_1,270,19,251
973,43,1,Supervisor_1,198,11,187
974,17,2,Supervisor_2,153,1,152
975,7,1,Supervisor_1,67,3,64
976,41,2,Supervisor_2,178,11,167
977,3,2,Supervisor_2,148,3,145
978,25,3,Supervisor_3,336,1,335
979,9,3,Supervisor_3,150,11,139
980,39,1,Supervisor_1,436,24,412
981,16,1,Supervisor_1,263,17,246
982,38,2,Supervisor_2,267,20,247
983,48,2,Supervisor_2,118,5,113
984,22,2,Supervisor_2,272,1,271
985,10,2,Supervisor_2,371,14,357
986,6,1,Supervisor_1,223,7,216
987,24,1,Supervisor_1,386,0,386
988,23,2,Supervisor_2,219,11,208
989,45,2,Supervisor_2,418,4,414
990,38,3,Supervisor_3,93,2,91
991,24,3,Supervisor_3,210,1,209
992,23,1,Supervisor_1,389,21,368
993,45,2,Supervisor_2,202,5,197
994,2,3,Supervisor_3,337,4,333
995,23,3,Supervisor_3,210,6,204
996,28,3,Supervisor_3,415,15,400
997,27,1,Supervisor_1,400,18,382
998,1,3,Supervisor_3,291,9,282
999,41,3,Supervisor_3,164,7,157
1000,15,2,Supervisor_2,482,15,467
1001,18,3,Supervisor_3,62,0,62
1002,39,1,Supervisor_1,71,0,71
1003,31,1,Supervisor_1,92,6,86
1004,26,3,Supervisor_3,424,33,391
1005,1,3,Supervisor_3,363,6,357
1006,23,1,Supervisor_1,246,11,235
1007,3,2,Supervisor_2,401,31,370
1008,29,2,Supervisor_2,404,15,389
1009,29,2,Supervisor_2,179,3,176
1010,46,2,Supervisor_2,150,6,144
1011,28,3,Supervisor_3,127,3,124
1012,3,3,Supervisor_3,284,1,283
1013,22,1,Supervisor_1,481,28,453
1014,20,2,Supervisor_2,416,24,392
1015,45,1,Supervisor_1,180,6,174
1016,42,2,Supervisor_2,387,14,373
1017,21,2,Supervisor_2,176,11,165
1018,28,3,Supervisor_3,427,19,408
1019,25,1,Supervisor_1,228,3,225
1020,27,3,Supervisor_3,109,3,106
1021,46,2,Supervisor_2,474,24,450
1022,16,2,Supervisor_2,428,29,399
1023,33,1,Supervisor_1,460,11,449
1024,18,2,Supervisor_2,147,2,145
1025,36,1,Supervisor_1,330,13,317
1026,36,3,Supervisor_3,339,21,318
1027,50,3,Supervisor_3,62,3,59
1028,41,3,Supervisor_3,419,0,419
1029,39,3,Supervisor_3,474,33,441
1030,12,2,Supervisor_2,402,18,384
1031,9,1,Supervisor_1,257,3,254
1032,29,2,Supervisor_2,441,25,416
1033,46,2,Supervisor_2,282,16,266
1034,21,1,Supervisor_1,353,1,352
1035,41,2,Supervisor_2,350,2,348
1036,28,3,Supervisor_3,114,6,108
1037,30,2,Supervisor_2,87,5,82
1038,32,3,Supervisor_3,476,14,462
1039,48,2,Supervisor_2,216,4,212
1040,12,3,Supervisor_3,390,10,380
1041,48,2,Supervisor_2,51,1,50
1042,12,2,Supervisor_2,209,11,198
1043,15,2,Supervisor_2,331,13,318
1044,45,3,Supervisor_3,328,8,320
1045,39,3,Supervisor_3,190,12,178
1046,35,3,Supervisor_3,364,11,353
1047,18,3,Supervisor_3,372,1,371
1048,28,2,Supervisor_2,124,6,118
1049,49,3,Supervisor_3,409,5,404
1050,20,3,Supervisor_3,196,8,188
1051,15,1,Supervisor_1,321,1,320
1052,21,3,Supervisor_3,256,18,238
1053,43,1,Supervisor_1,367,2,365
1054,33,3,Supervisor_3,104,0,104
1055,44,3,Supervisor_3,255,16,239
1056,15,3,Supervisor_3,432,32,400
1057,28,3,Supervisor_3,362,5,357
1058,9,3,Supervisor_3,375,3,372
1059,34,2,Supervisor_2,404,22,382
1060,46,2,Supervisor_2,254,12,242
1061,41,3,Supervisor_3,227,5,222
1062,34,1,Supervisor_1,304,5,299
1063,17,2,Supervisor_2,329,8,321
1064,3,1,Supervisor_1,61,0,61
1065,50,3,Supervisor_3,235,13,222
1066,43,1,Supervisor_1,248,8,240
1067,14,1,Supervisor_1,462,5,457
1068,49,3,Supervisor_3,407,27,380
1069,27,2,Supervisor_2,414,26,388
1070,41,3,Supervisor_3,414,5,409
1071,17,3,Supervisor_3,264,11,253
1072,5,2,Supervisor_2,380,8,372
1073,41,2,Supervisor_2,313,8,305
1074,13,3,Supervisor_3,131,4,127
1075,11,3,Supervisor_3,100,3,97
1076,2,3,Supervisor_3,253,8,245
1077,31,3,Supervisor_3,242,1,241
1078,46,3,Supervisor_3,53,3,50
1079,11,3,Supervisor_3,398,12,386
1080,17,2,Supervisor_2,142,6,136
1081,3,1,Supervisor_1,86,6,80
1082,39,3,Supervisor_3,283,14,269
1083,3,2,Supervisor_2,71,3,68
1084,26,3,Supervisor_3,58,3,55
1085,38,3,Supervisor_3,388,19,369
1086,14,3,Supervisor_3,352,8,344
1087,40,1,Supervisor_1,89,1,88
1088,36,1,Supervisor_1,330,9,321
1089,22,3,Supervisor_3,184,11,173
1090,19,2,Supervisor_2,452,30,422
1091,5,3,Supervisor_3,432,21,411
1092,22,1,Supervisor_1,306,6,300
1093,28,2,Supervisor_2,381,15,366
1094,40,1,Supervisor_1,274,17,257
1095,43,2,Supervisor_2,212,12,200
1096,4,2,Supervisor_2,256,11,245
1097,5,3,Supervisor_3,195,9,186
1098,26,1,Supervisor_1,381,6,375
1099,38,1,Supervisor_1,347,8,339
1100,44,2,Supervisor_2,251,12,239
1101,29,1,Supervisor_1,165,13,152
1102,13,3,Supervisor_3,470,28,442
1103,25,3,Supervisor_3,57,1,56
1104,49,2,Supervisor_2,483,25,458
1105,22,2,Supervisor_2,449,15,434
1106,38,3,Supervisor_3,497,33,464
1107,40,1,Supervisor_1,147,6,141
1108,19,1,Supervisor_1,208,7,201
1109,38,2,Supervisor_2,84,0,84
1110,41,1,Supervisor_1,285,15,270
1111,11,3,Supervisor_3,384,17,367
1112,23,3,Supervisor_3,487,31,456
1113,6,1,Supervisor_1,197,3,194
1114,2,1,Supervisor_1,413,28,385
1115,39,2,Supervisor_2,440,14,426
1116,6,3,Supervisor_3,337,20,317
1117,15,2,Supervisor_2,329,12,317
1118,42,1,Supervisor_1,420,18,402
1119,33,3,Supervisor_3,369,18,351
1120,33,2,Supervisor_2,450,21,429
1121,12,3,Supervisor_3,211,1,210
1122,15,1,Supervisor_1,325,6,319
1123,19,3,Supervisor_3,455,8,447
1124,5,2,Supervisor_2,385,0,385
1125,14,2,Supervisor_2,354,15,339
1126,12,1,Supervisor_1,281,19,262
1127,8,3,Supervisor_3,487,26,461
1128,12,3,Supervisor_3,126,7,119
1129,15,3,Supervisor_3,431,10,421
1130,23,1,Supervisor_1,187,5,182
1131,49,3,Supervisor_3,300,13,287
1132,4,2,Supervisor_2,66,1,65
1133,15,2,Supervisor_2,302,2,300
1134,32,2,Supervisor_2,344,13,331
1135,19,1,Supervisor_1,473,1,472
1136,20,3,Supervisor_3,193,5,188
1137,16,1,Supervisor_1,373,3,370
1138,42,3,Supervisor_3,334,8,326
1139,4,1,Supervisor_1,450,10,440
1140,35,2,Supervisor_2,274,18,256
1141,33,3,Supervisor_3,498,37,461
1142,31,1,Supervisor_1,486,18,468
1143,34,3,Supervisor_3,404,31,373
1144,20,1,Supervisor_1,70,0,70
1145,19,3,Supervisor_3,225,17,208
1146,28,1,Supervisor_1,205,9,196
1147,32,1,Supervisor_1,485,33,452
1148,37,1,Supervisor_1,52,0,52
1149,14,1,Supervisor_1,93,1,92
1150,15,3,Supervisor_3,82,4,78
1151,12,2,Supervisor_2,314,17,297
1152,22,2,Supervisor_2,87,6,81
1153,41,3,Supervisor_3,189,14,175
1154,48,1,Supervisor_1,375,25,350
1155,14,1,Supervisor_1,316,17,299
1156,2,3,Supervisor_3,129,0,129
1157,32,2,Supervisor_2,433,17,416
1158,23,3,Supervisor_3,475,36,439
1159,1,2,Supervisor_2,226,5,221
1160,35,1,Supervisor_1,494,36,458
1161,8,2,Supervisor_2,140,4,136
1162,13,3,Supervisor_3,397,26,371
1163,17,1,Supervisor_1,281,0,281
1164,10,3,Supervisor_3,254,2,252
1165,27,3,Supervisor_3,169,0,169
1166,31,3,Supervisor_3,276,13,263
1167,35,3,Supervisor_3,257,13,244
1168,23,2,Supervisor_2,457,21,436
1169,19,2,Supervisor_2,388,11,377
1170,44,3,Supervisor_3,242,13,229
1171,4,1,Supervisor_1,123,1,122
1172,41,1,Supervisor_1,209,14,195
1173,48,1,Supervisor_1,308,0,308
1174,1,1,Supervisor_1,205,7,198
1175,18,3,Supervisor_3,132,0,132
1176,31,1,Supervisor_1,129,2,127
1177,47,3,Supervisor_3,263,20,243
1178,2,1,Supervisor_1,192,13,179
1179,24,2,Supervisor_2,365,1,364
1180,47,2,Supervisor_2,445,17,428
1181,26,3,Supervisor_3,134,8,126
1182,36,3,Supervisor_3,133,10,123
1183,37,3,Supervisor_3,292,15,277
1184,50,3,Supervisor_3,472,17,455
1185,41,3,Supervisor_3,367,24,343
1186,22,2,Supervisor_2,273,7,266
1187,33,3,Supervisor_3,337,22,315
1188,42,2,Supervisor_2,207,0,207
1189,46,3,Supervisor_3,232,15,217
1190,23,1,Supervisor_1,156,9,147
1191,21,3,Supervisor_3,119,0,119
1192,5,1,Supervisor_1,369,23,346
1193,34,1,Supervisor_1,343,10,333
1194,13,3,Supervisor_3,199,10,189
1195,3,1,Supervisor_1,348,3,345
1196,1,1,Supervisor_1,185,8,177
1197,13,2,Supervisor_2,480,4,476
1198,44,1,Supervisor_1,114,6,108
1199,19,1,Supervisor_1,268,13,255
1200,11,3,Supervisor_3,129,0,129
1201,42,2,Supervisor_2,166,9,157
1202,15,1,Supervisor_1,133,10,123
1203,44,2,Supervisor_2,137,7,130
1204,47,2,Supervisor_2,461,6,455
1205,24,1,Supervisor_1,203,6,197
1206,34,2,Supervisor_2,288,20,268
1207,3,3,Supervisor_3,478,23,455
1208,48,3,Supervisor_3,191,14,177
1209,13,2,Supervisor_2,260,5,255
1210,47,1,Supervisor_1,161,4,157
1211,48,3,Supervisor_3,480,17,463
1212,45,3,Supervisor_3,341,21,320
1213,43,3,Supervisor_3,364,2,362
1214,6,3,Supervisor_3,419,16,403
1215,18,3,Supervisor_3,216,9,207
1216,6,3,Supervisor_3,252,12,240
1217,45,3,Supervisor_3,241,10,231
1218,6,1,Supervisor_1,339,17,322
1219,36,2,Supervisor_2,449,16,433
1220,25,3,Supervisor_3,97,4,93
1221,40,2,Supervisor_2,332,23,309
1222,7,1,Supervisor_1,412,8,404
1223,5,1,Supervisor_1,159,1,158
1224,46,1,Supervisor_1,206,9,197
1225,33,1,Supervisor_1,99,4,95
1226,36,2,Supervisor_2,467,2,465
1227,23,1,Supervisor_1,379,17,362
1228,46,1,Supervisor_1,298,10,288
1229,9,1,Supervisor_1,154,2,152
1230,11,3,Supervisor_3,403,24,379
1231,41,1,Supervisor_1,232,2,230
1232,36,2,Supervisor_2,288,21,267
1233,24,3,Supervisor_3,445,5,440
1234,49,2,Supervisor_2,345,18,327
1235,10,3,Supervisor_3,470,34,436
1236,50,1,Supervisor_1,103,6,97
1237,36,3,Supervisor_3,279,15,264
1238,44,1,Supervisor_1,60,2,58
1239,16,1,Supervisor_1,124,0,124
1240,9,2,Supervisor_2,195,9,186
1241,30,1,Supervisor_1,315,24,291
1242,18,2,Supervisor_2,425,20,405
1243,21,2,Supervisor_2,180,3,177
1244,42,2,Supervisor_2,271,21,250
1245,16,3,Supervisor_3,297,19,278
1246,11,1,Supervisor_1,272,2,270
1247,33,1,Supervisor_1,448,32,416
1248,23,2,Supervisor_2,230,5,225
1249,45,1,Supervisor_1,105,0,105
1250,45,3,Supervisor_3,481,37,444
1251,15,2,Supervisor_2,253,14,239
1252,43,2,Supervisor_2,421,23,398
1253,28,3,Supervisor_3,240,4,236
1254,46,3,Supervisor_3,348,13,335
1255,37,2,Supervisor_2,234,17,217
1256,22,2,Supervisor_2,69,0,69
1257,47,3,Supervisor_3,338,12,326
1258,18,1,Supervisor_1,498,33,465
1259,47,2,Supervisor_2,216,7,209
1260,19,3,Supervisor_3,320,20,300
1261,20,3,Supervisor_3,64,4,60
1262,9,1,Supervisor_1,471,28,443
1263,13,2,Supervisor_2,121,1,120
1264,17,3,Supervisor_3,344,6,338
1265,17,1,Supervisor_1,239,16,223
1266,39,3,Supervisor_3,249,7,242
1267,14,3,Supervisor_3,52,1,51
1268,42,3,Supervisor_3,131,7,124
1269,30,3,Supervisor_3,285,6,279
1270,8,3,Supervisor_3,233,18,215
1271,39,1,Supervisor_1,291,16,275
1272,50,2,Supervisor_2,435,10,425
1273,41,1,Supervisor_1,281,0,281
1274,46,3,Supervisor_3,204,0,204
1275,42,3,Supervisor_3,179,10,169
1276,3,2,Supervisor_2,195,1,194
1277,33,3,Supervisor_3,370,8,362
1278,23,1,Supervisor_1,413,11,402
1279,32,1,Supervisor_1,274,20,254
1280,1,2,Supervisor_2,478,15,463
1281,1,2,Supervisor_2,171,0,171
1282,33,1,Supervisor_1,412,11,401
1283,24,1,Supervisor_1,363,16,347
1284,7,1,Supervisor_1,349,24,325
1285,31,3,Supervisor_3,271,17,254
1286,8,1,Supervisor_1,225,12,213
1287,6,1,Supervisor_1,455,23,432
1288,32,1,Supervisor_1,238,4,234
1289,3,2,Supervisor_2,163,5,158
1290,14,2,Supervisor_2,431,3,428
1291,13,2,Supervisor_2,107,6,101
1292,15,3,Supervisor_3,459,20,439
1293,13,1,Supervisor_1,138,2,136
1294,15,1,Supervisor_1,348,0,348
1295,24,2,Supervisor_2,481,23,458
1296,24,3,Supervisor_3,498,39,459
1297,25,2,Supervisor_2,260,5,255
1298,10,3,Supervisor_3,274,4,270
1299,39,3,Supervisor_3,251,13,238
1300,21,3,Supervisor_3,403,8,395
1301,7,1,Supervisor_1,477,2,475
1302,40,2,Supervisor_2,87,6,81
1303,14,2,Supervisor_2,230,17,213
1304,41,3,Supervisor_3,177,3,174
1305,41,1,Supervisor_1,263,12,251
1306,26,3,Supervisor_3,141,6,135
1307,19,3,Supervisor_3,292,5,287
1308,19,1,Supervisor_1,157,0,157
1309,14,1,Supervisor_1,444,13,431
1310,20,1,Supervisor_1,414,6,408
1311,11,3,Supervisor_3,284,19,265
1312,23,1,Supervisor_1,117,8,109
1313,38,1,Supervisor_1,84,1,83
1314,35,1,Supervisor_1,468,20,448
1315,23,2,Supervisor_2,221,17,204
1316,1,3,Supervisor_3,431,16,415
1317,33,1,Supervisor_1,389,0,389
1318,49,1,Supervisor_1,370,20,350
1319,2,1,Supervisor_1,67,2,65
1320,50,1,Supervisor_1,303,21,282
1321,8,3,Supervisor_3,496,29,467
1322,38,2,Supervisor_2,430,19,411
1323,36,1,Supervisor_1,401,29,372
1324,34,3,Supervisor_3,496,13,483
1325,39,2,Supervisor_2,388,28,360
1326,40,3,Supervisor_3,271,21,250
1327,41,2,Supervisor_2,216,17,199
1328,32,2,Supervisor_2,204,14,190
1329,8,1,Supervisor_1,372,15,357
1330,48,3,Supervisor_3,111,8,103
1331,45,3,Supervisor_3,84,2,82
1332,3,1,Supervisor_1,428,21,407
1333,1,2,Supervisor_2,139,6,133
1334,9,3,Supervisor_3,75,5,70
1335,3,2,Supervisor_2,368,24,344
1336,34,3,Supervisor_3,431,23,408
1337,17,2,Supervisor_2,237,4,233
1338,21,2,Supervisor_2,414,29,385
1339,2,2,Supervisor_2,112,7,105
1340,50,2,Supervisor_2,448,9,439
1341,17,3,Supervisor_3,192,3,189
1342,21,2,Supervisor_2,93,6,87
1343,11,1,Supervisor_1,371,11,360
1344,28,3,Supervisor_3,246,11,235
1345,42,1,Supervisor_1,87,2,85
1346,39,3,Supervisor_3,410,7,403
1347,39,3,Supervisor_3,476,5,471
1348,24,1,Supervisor_1,59,4,55
1349,33,2,Supervisor_2,340,18,322
1350,1,2,Supervisor_2,119,3,116
1351,37,1,Supervisor_1,124,4,120
1352,27,1,Supervisor_1,326,20,306
1353,24,2,Supervisor_2,215,1,214
1354,11,1,Supervisor_1,332,6,326
1355,34,1,Supervisor_1,97,2,95
1356,6,3,Supervisor_3,305,13,292
1357,20,1,Supervisor_1,61,0,61
1358,33,3,Supervisor_3,239,3,236
1359,47,2,Supervisor_2,96,2,94
1360,14,2,Supervisor_2,375,2,373
1361,33,1,Supervisor_1,362,16,346
1362,15,3,Supervisor_3,347,22,325
1363,37,3,Supervisor_3,72,4,68
1364,19,2,Supervisor_2,201,13,188
1365,43,1,Supervisor_1,353,13,340
1366,34,2,Supervisor_2,446,12,434
1367,13,1,Supervisor_1,316,24,292
1368,30,2,Supervisor_2,387,25,362
1369,3,3,Supervisor_3,329,9,320
1370,28,1,Supervisor_1,79,3,76
1371,30,1,Supervisor_1,347,11,336
1372,50,1,Supervisor_1,266,12,254
1373,37,3,Supervisor_3,184,3,181
1374,21,3,Supervisor_3,227,3,224
1375,28,1,Supervisor_1,100,0,100
